Name,CBO,NOC,WMC,RFC,NPRM,NPROM,NPM,LOC,DIT,LCOM,Changes
org.apache.tapestry5.ioc.internal.EagerLoadViaAnnotationModule,4,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.EagerLoadViaAnnotationServiceImpl,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.ExceptionInBindMethod,2,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.ExceptionInConstructorModule,4,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.ExceptionInConstructorServiceImpl,2,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.ioc.internal.ExtraPublicConstructorsModule,4,0,4,16,0,0,4,27,0,75,No
org.apache.tapestry5.ioc.internal.GlobPatternMatcher,3,0,4,16,2,0,2,24,0,62,No
org.apache.tapestry5.ioc.internal.IdMatcherImpl,3,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.ioc.internal.InterceptorStackBuilder,7,0,2,14,0,0,2,34,0,0,No
org.apache.tapestry5.ioc.internal.IOCMessages,18,0,38,50,1,0,0,176,0,2,Yes
org.apache.tapestry5.ioc.internal.LifecycleWrappedServiceCreator,3,0,2,14,0,0,2,17,0,0,No
org.apache.tapestry5.ioc.internal.LoggerSourceImpl,3,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.ioc.internal.MappedConfigurationModule,1,0,1,13,0,0,1,6,0,0,No
org.apache.tapestry5.ioc.internal.MappedConfigurationOverride,4,0,3,15,0,0,2,28,0,25,No
org.apache.tapestry5.ioc.internal.ModuleBuilderWithId,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.ioc.internal.ModuleImpl,49,0,19,31,8,0,11,388,0,89,No
org.apache.tapestry5.ioc.internal.ModuleImplTestModule,7,0,5,17,0,0,5,33,0,0,No
org.apache.tapestry5.ioc.internal.ModuleWithOverriddenObjectMethods,2,0,4,16,0,0,4,19,0,0,No
org.apache.tapestry5.ioc.internal.MultipleConstructorsAutobuildService,3,0,4,16,0,0,4,22,0,25,No
org.apache.tapestry5.ioc.internal.MutlipleAutobuildServiceConstructorsModule,4,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.ioc.internal.NamedServiceModule,5,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.ioc.internal.NamedViaAnnotationServiceImpl,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.NoDelegateDecoratorMethodModule,0,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.NonAnnotatedServiceInterfaceImpl,9,0,1,13,0,0,1,17,0,0,No
org.apache.tapestry5.ioc.internal.NonStaticBindMethodModule,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.NoopClassLoaderDelegate,5,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.ioc.internal.NoUsableContributionParameterModule,2,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.NullAnnotationProvider,2,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.ioc.internal.ObjectLocatorImpl,6,1,8,20,0,0,8,46,0,37,No
org.apache.tapestry5.ioc.internal.OperationException,1,0,2,55,0,0,2,14,1,50,No
org.apache.tapestry5.ioc.internal.OperationTrackerImpl,14,0,11,23,6,0,4,139,0,63,No
org.apache.tapestry5.ioc.internal.OperationTrackingObjectCreator,4,0,2,14,0,0,2,25,0,16,No
org.apache.tapestry5.ioc.internal.OrderedConfigurationModule,1,0,1,13,0,0,1,6,0,0,No
org.apache.tapestry5.ioc.internal.OrderedConfigurationOverride,6,0,3,15,0,0,1,35,0,26,No
org.apache.tapestry5.ioc.internal.OrIdMatcher,3,0,2,14,0,0,2,15,0,0,No
org.apache.tapestry5.ioc.internal.PerThreadOperationTracker,8,0,6,18,0,0,4,57,0,75,No
org.apache.tapestry5.ioc.internal.PrimitiveDecoratorMethodModule,0,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.PrivateConstructorModule,1,0,2,14,1,0,1,10,0,0,No
org.apache.tapestry5.ioc.internal.QuietOperationTracker,6,0,3,15,0,0,3,18,0,0,No
org.apache.tapestry5.ioc.internal.ReadManifest,15,0,3,15,1,0,1,41,0,0,No
org.apache.tapestry5.ioc.internal.RecursiveServiceCreationCheckWrapper,5,0,2,14,0,0,2,31,0,12,No
org.apache.tapestry5.ioc.internal.RegistryImpl,97,0,54,66,25,0,29,959,0,93,No
org.apache.tapestry5.ioc.internal.RegistryImpl.DelegatingServiceConfigurationListener,8,0,6,18,1,0,5,97,0,60,No
org.apache.tapestry5.ioc.internal.RegistryImpl.ModuleComparator,3,0,1,13,0,0,1,6,0,0,No
org.apache.tapestry5.ioc.internal.RegistryWrapper,5,0,11,23,0,0,11,59,0,0,No
org.apache.tapestry5.ioc.internal.ReloadableObjectCreator,7,0,2,28,0,1,1,15,1,0,No
org.apache.tapestry5.ioc.internal.ReloadableObjectCreatorSource,12,0,4,16,1,0,3,51,0,40,No
org.apache.tapestry5.ioc.internal.ReloadableServiceImplementationObjectCreator,10,0,2,28,0,1,1,21,1,0,No
org.apache.tapestry5.ioc.internal.RunnableServiceImpl,1,0,2,14,1,0,1,10,0,0,No
org.apache.tapestry5.ioc.internal.SerializationSupport,8,0,5,17,1,0,0,35,0,50,No
org.apache.tapestry5.ioc.internal.ServiceActivityTrackerImpl,10,0,6,18,0,0,4,85,0,58,No
org.apache.tapestry5.ioc.internal.ServiceActivityTrackerImpl.MutableServiceActivity,9,0,7,19,0,0,6,52,0,47,No
org.apache.tapestry5.ioc.internal.ServiceAdvisorImpl,11,0,2,18,0,0,2,16,1,0,No
org.apache.tapestry5.ioc.internal.ServiceBinderImpl,27,0,19,31,6,1,12,235,0,77,Yes
org.apache.tapestry5.ioc.internal.ServiceBuilderMethodFixture,9,0,12,24,0,0,12,67,1,79,No
org.apache.tapestry5.ioc.internal.ServiceBuilderMethodInvoker,7,0,4,23,1,0,3,34,1,62,No
org.apache.tapestry5.ioc.internal.ServiceDecoratorFixture,3,0,4,16,0,0,4,25,1,58,No
org.apache.tapestry5.ioc.internal.ServiceDecoratorImpl,12,0,2,18,0,0,2,20,1,0,No
org.apache.tapestry5.ioc.internal.ServiceDefImpl,12,0,15,27,1,0,13,111,0,82,No
org.apache.tapestry5.ioc.internal.ServiceIdConflictMethodModule,1,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.ioc.internal.ServiceIdViaAnnotationModule,6,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.ioc.internal.ServiceIdViaAnnotationServiceImpl,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.ServiceIdViaMethodAnnotationServiceImpl,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.ServiceProxyToken,6,0,2,14,0,0,1,22,0,50,No
org.apache.tapestry5.ioc.internal.ServiceResourcesImpl,14,0,16,36,1,0,15,139,1,72,No
org.apache.tapestry5.ioc.internal.services.AbstractIntWrapper,0,0,1,13,0,0,1,4,0,0,No
org.apache.tapestry5.ioc.internal.services.AbtractAspectInterceptorBuilder,5,2,4,16,0,0,4,23,0,25,No
org.apache.tapestry5.ioc.internal.services.AccessableObjectAnnotationProvider,4,0,3,15,0,0,3,18,0,0,No
org.apache.tapestry5.ioc.internal.services.AnnotatedBean,2,0,7,19,0,0,7,31,0,0,No
org.apache.tapestry5.ioc.internal.services.AnnotatedBeanSubclass,0,0,0,17,0,0,0,3,1,0,No
org.apache.tapestry5.ioc.internal.services.AnnotationProviderChain,3,0,3,15,0,0,3,24,0,33,No
org.apache.tapestry5.ioc.internal.services.AspectDecoratorImpl,7,0,3,15,0,0,3,53,0,66,No
org.apache.tapestry5.ioc.internal.services.AspectInterceptorBuilderImpl,17,0,5,21,0,0,5,63,1,50,No
org.apache.tapestry5.ioc.internal.services.AutobuildObjectProvider,5,0,1,13,0,0,1,13,0,0,No
org.apache.tapestry5.ioc.internal.services.Bean,5,1,5,17,0,0,5,28,0,80,No
org.apache.tapestry5.ioc.internal.services.BeanWithIndexedProperty,1,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.ioc.internal.services.BridgeBuilder,13,0,7,19,5,0,2,121,0,59,No
org.apache.tapestry5.ioc.internal.services.CachingObjectCreator,1,0,3,22,1,0,2,42,1,33,No
org.apache.tapestry5.ioc.internal.services.ChainBuilderImpl,12,0,3,15,1,0,2,87,0,33,No
org.apache.tapestry5.ioc.internal.services.ClassNameLocatorImpl,12,0,2,14,0,0,2,46,0,50,No
org.apache.tapestry5.ioc.internal.services.ClasspathResourceSymbolProvider,2,0,1,16,0,0,1,7,1,0,No
org.apache.tapestry5.ioc.internal.services.ClasspathScannerImpl,14,0,4,16,2,0,2,204,0,75,No
org.apache.tapestry5.ioc.internal.services.ClasspathScannerImpl.Job,26,0,6,18,3,0,0,146,0,46,No
org.apache.tapestry5.ioc.internal.services.ClasspathURLConverterImpl,2,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.ioc.internal.services.ClassPropertyAdapterImpl,20,0,12,24,4,0,8,157,0,62,Yes
org.apache.tapestry5.ioc.internal.services.CompoundCoercion,2,0,3,15,0,0,3,21,0,0,No
org.apache.tapestry5.ioc.internal.services.cron.CronExpression,21,0,27,39,0,14,13,1270,0,90,No
org.apache.tapestry5.ioc.internal.services.cron.PeriodicExecutorImpl,15,0,8,20,3,0,4,208,0,75,Yes
org.apache.tapestry5.ioc.internal.services.cron.PeriodicExecutorImpl.Job,10,0,10,22,0,0,8,103,0,67,Yes
org.apache.tapestry5.ioc.internal.services.cron.ValueSet,0,0,0,12,0,0,0,4,0,0,No
org.apache.tapestry5.ioc.internal.services.DefaultImplementationBuilderImpl,7,0,3,15,1,0,2,33,0,50,No
org.apache.tapestry5.ioc.internal.services.ExceptionAnalysisImpl,5,0,3,15,0,0,3,20,0,0,No
org.apache.tapestry5.ioc.internal.services.ExceptionAnalyzerImpl,18,0,4,16,2,0,2,88,0,50,No
org.apache.tapestry5.ioc.internal.services.ExceptionAnalyzerImpl.ExceptionData,2,0,1,13,0,0,1,10,0,0,No
org.apache.tapestry5.ioc.internal.services.ExceptionInfoImpl,7,0,6,18,0,0,6,39,0,62,No
org.apache.tapestry5.ioc.internal.services.ExceptionTrackerImpl,4,0,1,13,0,0,1,11,0,0,No
org.apache.tapestry5.ioc.internal.services.FilterMethodAnalyzer,3,0,2,14,0,0,1,38,0,0,No
org.apache.tapestry5.ioc.internal.services.JustInTimeObjectCreator,6,0,5,17,1,0,4,52,0,50,No
org.apache.tapestry5.ioc.internal.services.LazyAdvisorImpl,9,0,4,16,2,0,2,56,0,75,No
org.apache.tapestry5.ioc.internal.services.LineNumberBean,2,0,4,16,0,1,3,17,0,0,No
org.apache.tapestry5.ioc.internal.services.LoggingAdvice,8,0,2,14,0,0,2,35,0,0,No
org.apache.tapestry5.ioc.internal.services.LoggingAdvisorImpl,5,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.ioc.internal.services.LoggingDecoratorImpl,6,0,2,14,0,0,2,18,0,0,No
org.apache.tapestry5.ioc.internal.services.MapSymbolProvider,3,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.ioc.internal.services.MasterObjectProviderImpl,10,0,2,14,0,0,2,32,0,25,No
org.apache.tapestry5.ioc.internal.services.MethodIterator,10,0,6,18,1,0,5,56,0,66,No
org.apache.tapestry5.ioc.internal.services.MethodLogger,10,0,6,18,1,0,5,93,0,66,No
org.apache.tapestry5.ioc.internal.services.MethodSignature,8,0,15,27,3,0,12,169,0,66,No
org.apache.tapestry5.ioc.internal.services.NonParallelExecutor,4,0,2,14,0,0,2,41,0,0,No
org.apache.tapestry5.ioc.internal.services.NonParallelModule,2,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.services.OperationAdvisorImpl,12,0,4,16,1,0,3,80,0,75,No
org.apache.tapestry5.ioc.internal.services.OperationAdvisorImpl.FormattedAdvice,6,0,3,15,1,0,1,24,0,33,No
org.apache.tapestry5.ioc.internal.services.OperationAdvisorImpl.SimpleAdvice,5,0,2,14,0,0,1,12,0,0,No
org.apache.tapestry5.ioc.internal.services.ParallelExecutorImpl,11,0,4,16,1,0,3,59,0,58,No
org.apache.tapestry5.ioc.internal.services.PerthreadManagerImpl,16,0,13,25,2,0,9,176,0,87,No
org.apache.tapestry5.ioc.internal.services.PerthreadManagerImpl.MapHolder,3,0,1,24,0,1,0,8,0,0,No
org.apache.tapestry5.ioc.internal.services.PerThreadServiceLifecycle,8,0,3,15,0,0,3,25,0,33,Yes
org.apache.tapestry5.ioc.internal.services.PipelineBuilderImpl,7,0,3,15,0,0,3,34,0,33,No
org.apache.tapestry5.ioc.internal.services.PlasticClassListenerLogger,4,0,2,14,0,0,2,20,0,0,No
org.apache.tapestry5.ioc.internal.services.PlasticProxyFactoryImpl,28,0,18,30,3,0,15,191,0,81,Yes
org.apache.tapestry5.ioc.internal.services.PropertyAccessImpl,24,0,14,26,8,0,6,131,0,85,No
org.apache.tapestry5.ioc.internal.services.PropertyAdapterImpl,19,0,20,32,3,0,15,187,0,77,No
org.apache.tapestry5.ioc.internal.services.PropertyShadowBuilderImpl,11,0,2,14,0,0,2,67,0,0,No
org.apache.tapestry5.ioc.internal.services.RegistryShutdownHubImpl,8,0,5,17,0,0,5,58,0,60,No
org.apache.tapestry5.ioc.internal.services.RegistryStartup,6,0,2,14,0,0,2,28,0,16,No
org.apache.tapestry5.ioc.internal.services.ResourceSymbolProvider,11,2,3,15,1,0,2,40,0,33,No
org.apache.tapestry5.ioc.internal.services.ServiceMessages,7,0,8,20,1,0,7,38,0,12,No
org.apache.tapestry5.ioc.internal.services.ServiceOverrideImpl,3,0,2,14,0,0,2,20,0,50,No
org.apache.tapestry5.ioc.internal.services.ShadowedPublicFieldBean,1,0,2,14,0,0,2,13,0,50,No
org.apache.tapestry5.ioc.internal.services.StartupModule,2,0,1,13,0,0,1,16,0,100,No
org.apache.tapestry5.ioc.internal.services.StartupModule2,2,0,2,14,0,0,2,16,0,50,No
org.apache.tapestry5.ioc.internal.services.StaticObjectProvider,4,0,2,14,0,0,2,21,0,0,No
org.apache.tapestry5.ioc.internal.services.StrategyBuilderImpl,7,0,4,16,1,0,3,52,0,50,No
org.apache.tapestry5.ioc.internal.services.StringLocation,3,0,5,17,0,0,5,30,0,60,No
org.apache.tapestry5.ioc.internal.services.SymbolObjectProvider,9,0,2,14,0,0,2,21,0,0,No
org.apache.tapestry5.ioc.internal.services.SymbolSourceImpl,6,0,3,15,0,0,3,122,0,66,No
org.apache.tapestry5.ioc.internal.services.SymbolSourceImpl.SymbolExpansion,9,0,5,17,0,0,0,102,0,19,No
org.apache.tapestry5.ioc.internal.services.SystemEnvSymbolProvider,5,0,1,13,0,0,1,17,0,0,No
org.apache.tapestry5.ioc.internal.services.SystemPropertiesSymbolProvider,3,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.ioc.internal.services.ThreadLocaleImpl,2,0,2,14,0,0,2,15,0,0,No
org.apache.tapestry5.ioc.internal.services.ThunkCreatorImpl,12,0,4,16,2,0,2,75,0,75,No
org.apache.tapestry5.ioc.internal.services.TypeCoercerImpl,27,0,14,33,9,0,5,268,1,85,Yes
org.apache.tapestry5.ioc.internal.services.TypeCoercerImpl.TargetCoercion,10,0,5,17,1,0,0,43,0,50,No
org.apache.tapestry5.ioc.internal.services.UpdateListenerHubImpl,7,0,2,14,0,0,2,27,0,0,No
org.apache.tapestry5.ioc.internal.services.ValueObjectProvider,9,0,2,14,0,0,2,22,0,0,No
org.apache.tapestry5.ioc.internal.SimpleModule,6,0,6,18,0,0,5,27,0,0,No
org.apache.tapestry5.ioc.internal.SingletonServiceLifecycle,3,0,3,15,0,0,3,18,0,0,No
org.apache.tapestry5.ioc.internal.StartupDefImpl,6,0,2,14,0,0,2,48,0,0,No
org.apache.tapestry5.ioc.internal.SyntheticMethodModule,0,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.ioc.internal.TestAdvice,10,0,2,14,1,0,1,25,0,50,No
org.apache.tapestry5.ioc.internal.TooManyContributionParametersModule,2,0,1,13,0,0,1,6,0,0,No
org.apache.tapestry5.ioc.internal.ToUpperCaseStringHolder,2,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.ioc.internal.TypeCoercerProxyImpl,4,0,3,15,1,0,2,22,0,50,No
org.apache.tapestry5.ioc.internal.UninstantiableAutobuildServiceModule,5,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.UpcaseServiceImpl,2,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.ioc.internal.util.AbstractResource,16,3,18,37,6,3,9,228,1,81,No
org.apache.tapestry5.ioc.internal.util.AbstractResource.Localization,2,0,1,13,1,0,0,12,0,0,No
org.apache.tapestry5.ioc.internal.util.BaseGenericBean,0,1,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.ioc.internal.util.ClasspathResource,5,0,8,45,1,1,6,72,2,66,No
org.apache.tapestry5.ioc.internal.util.CollectionFactory,14,0,13,25,0,0,13,55,0,0,No
org.apache.tapestry5.ioc.internal.util.ConcurrentBarrier,9,0,7,19,2,0,5,145,0,42,No
org.apache.tapestry5.ioc.internal.util.ConcurrentBarrier.ThreadBoolean,2,0,1,24,0,1,0,8,0,0,No
org.apache.tapestry5.ioc.internal.util.ConcurrentTarget,6,0,11,23,0,0,11,131,0,50,No
org.apache.tapestry5.ioc.internal.util.ConcurrentTargetWrapper,3,0,2,14,0,0,2,21,0,50,No
org.apache.tapestry5.ioc.internal.util.ConstructionPlan,7,0,4,16,1,0,3,46,0,37,No
org.apache.tapestry5.ioc.internal.util.ConstructorInvoker,9,0,2,14,0,0,2,28,0,0,No
org.apache.tapestry5.ioc.internal.util.DelegatingInjectionResources,3,0,2,14,0,0,2,17,0,0,No
org.apache.tapestry5.ioc.internal.util.DependencyNode,7,0,7,19,1,0,2,66,0,57,No
org.apache.tapestry5.ioc.internal.util.DrivableImpl,1,1,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.util.DummyLock,4,0,6,18,0,0,6,30,0,0,No
org.apache.tapestry5.ioc.internal.util.FieldInjectionViaInject,3,0,1,13,0,0,1,10,0,0,No
org.apache.tapestry5.ioc.internal.util.FieldInjectionViaInjectService,4,0,2,14,0,0,2,9,0,50,No
org.apache.tapestry5.ioc.internal.util.FieldInjectionViaJavaxInject,2,0,1,13,0,0,1,10,0,0,No
org.apache.tapestry5.ioc.internal.util.FieldInjectionViaJavaxNamed,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.internal.util.GenericsUtils,15,0,21,33,6,0,8,330,0,0,No
org.apache.tapestry5.ioc.internal.util.IdToDependencyNode,13,0,12,24,8,0,4,138,0,79,No
org.apache.tapestry5.ioc.internal.util.InheritanceSearch,10,0,7,19,2,0,5,77,0,71,No
org.apache.tapestry5.ioc.internal.util.InjectoBean,3,0,5,17,0,0,5,27,0,60,No
org.apache.tapestry5.ioc.internal.util.JavaxInjectBean,2,0,5,17,0,0,5,27,0,60,No
org.apache.tapestry5.ioc.internal.util.JDKUtils,5,0,2,14,1,0,1,12,0,50,No
org.apache.tapestry5.ioc.internal.util.LocationImpl,5,0,9,21,0,0,9,71,0,50,No
org.apache.tapestry5.ioc.internal.util.LockSupport,2,9,7,19,0,7,0,36,0,57,No
org.apache.tapestry5.ioc.internal.util.LoggingInvokableWrapper,2,0,2,14,0,0,2,18,0,0,No
org.apache.tapestry5.ioc.internal.util.MapInjectionResources,5,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.ioc.internal.util.MessageFormatterImpl,6,0,3,15,0,0,3,28,0,16,No
org.apache.tapestry5.ioc.internal.util.MessagesImpl,9,0,4,23,0,1,3,33,1,25,No
org.apache.tapestry5.ioc.internal.util.MethodInvoker,9,0,2,14,0,0,2,31,0,0,No
org.apache.tapestry5.ioc.internal.util.NonGenericBean,1,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.ioc.internal.util.OneShotLock,5,0,3,22,1,0,2,40,1,33,No
org.apache.tapestry5.ioc.internal.util.OneShotLockSubject,1,0,2,14,0,0,2,12,0,0,No
org.apache.tapestry5.ioc.internal.util.Orderer,14,0,15,27,8,0,7,167,0,80,No
org.apache.tapestry5.ioc.internal.util.Pair,0,1,4,16,0,0,4,21,0,50,No
org.apache.tapestry5.ioc.internal.util.PlayableImpl,1,1,1,14,0,0,1,7,1,0,No
org.apache.tapestry5.ioc.internal.util.StringBean,0,0,0,14,0,0,0,3,1,0,No
org.apache.tapestry5.ioc.internal.util.StringLongPair,0,0,0,16,0,0,0,3,1,0,No
org.apache.tapestry5.ioc.internal.util.TapestryException,3,4,5,53,0,0,5,29,0,70,Yes
org.apache.tapestry5.ioc.internal.util.TargetMessages,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.ioc.internal.util.TooManyAutobuildConstructorsBean,3,0,5,17,0,0,5,28,0,60,No
org.apache.tapestry5.ioc.internal.util.ToyTruckImpl,1,0,1,15,0,0,1,7,2,0,No
org.apache.tapestry5.ioc.internal.util.URLChangeTracker,13,0,13,25,3,0,9,118,0,83,No
org.apache.tapestry5.ioc.internal.util.UtilMessages,6,0,6,18,1,0,0,27,0,16,No
org.apache.tapestry5.ioc.internal.util.WrongConfigurationTypeGuard,5,0,2,14,0,0,2,21,0,0,No
org.apache.tapestry5.ioc.internal.ValidatingConfigurationWrapper,8,0,3,17,0,0,3,29,1,33,No
org.apache.tapestry5.ioc.internal.ValidatingMappedConfigurationWrapper,11,0,6,20,1,0,5,69,1,56,Yes
org.apache.tapestry5.ioc.internal.ValidatingOrderedConfigurationWrapper,10,0,5,19,0,0,5,53,1,53,No
org.apache.tapestry5.ioc.internal.VoidBuilderMethodModule,0,0,1,13,0,0,1,6,0,0,No
org.apache.tapestry5.ioc.internal.VoidDecoratorMethodModule,0,0,1,13,0,0,1,6,0,0,No
org.apache.tapestry5.ioc.IntHolderImpl,1,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.ioc.InvalidContributeDefModule,1,0,1,13,0,0,1,6,0,0,No
org.apache.tapestry5.ioc.InvalidContributeDefModule2,10,0,3,15,0,0,3,27,0,0,No
org.apache.tapestry5.ioc.InvalidContributeDefModule3,8,0,2,14,0,0,2,19,0,0,No
org.apache.tapestry5.ioc.IOCConstants,1,0,0,12,0,0,0,6,0,0,No
org.apache.tapestry5.ioc.IOCSymbols,1,0,0,12,0,0,0,8,0,0,No
org.apache.tapestry5.ioc.IOCUtilities,16,0,6,18,3,0,2,78,0,0,No
org.apache.tapestry5.ioc.junit.MapModuleDef,8,0,7,19,0,0,7,69,0,57,No
org.apache.tapestry5.ioc.junit.MapModuleDef.MapServiceDef,9,0,7,19,0,0,7,37,0,64,No
org.apache.tapestry5.ioc.junit.TapestryIOCJUnit4ClassRunner,7,0,4,16,0,2,2,81,1,25,No
org.apache.tapestry5.ioc.junit.TapestryIOCJUnit4ClassRunner.RegistryManagerRunNotifier,2,0,12,24,0,0,12,53,1,41,No
org.apache.tapestry5.ioc.junit.TapestryIOCJUnit4ClassRunnerAfterClassTest,2,0,3,15,0,0,3,25,0,0,No
org.apache.tapestry5.ioc.junit.TapestryIOCJUnit4ClassRunnerAfterClassTest.AfterClassTestModule,3,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.junit.TapestryIOCJUnit4ClassRunnerAfterMethodTest,2,0,3,15,0,0,3,25,0,0,No
org.apache.tapestry5.ioc.junit.TapestryIOCJUnit4ClassRunnerAfterMethodTest.AfterMethodTestModule,3,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.junit.TapestryIOCJUnit4ClassRunnerModuleDefTest,9,0,3,15,0,0,3,30,0,66,No
org.apache.tapestry5.ioc.junit.TapestryIOCJUnit4ClassRunnerModuleDefTest.ModuleDefTestModule,1,0,1,13,0,0,1,5,0,0,No
org.apache.tapestry5.ioc.junit.TestRegistryManager,13,0,7,19,0,3,4,79,0,61,No
org.apache.tapestry5.ioc.LocalModule,1,0,2,14,0,0,2,29,0,0,No
org.apache.tapestry5.ioc.MarkerModule,7,0,2,14,0,0,2,18,0,0,No
org.apache.tapestry5.ioc.MasterModule,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.ioc.modules.TapestryIOCModule,106,0,9,21,1,0,8,387,0,0,Yes
org.apache.tapestry5.ioc.NoImplementationClassForSimpleIdModule,4,0,1,13,0,0,1,14,0,0,No
org.apache.tapestry5.ioc.NonProxiedServiceModule,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.NonVoidAdvisorMethodModule,2,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.OptionalContributionModule,2,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.Orderable,3,0,5,17,0,0,5,40,0,40,No
org.apache.tapestry5.ioc.OrderConstraint,3,0,5,17,0,0,5,27,0,50,No
org.apache.tapestry5.ioc.OrderConstraintBuilder,2,0,4,16,0,0,4,19,0,0,No
org.apache.tapestry5.ioc.OrderedService,1,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.ioc.PerThreadModule,3,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.ioc.PingableImpl,0,0,0,12,0,0,0,3,0,0,No
org.apache.tapestry5.ioc.PostInjectionMethodModule,3,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.PreventDecorationModule,11,0,3,15,0,0,3,18,0,0,No
org.apache.tapestry5.ioc.RecursiveConstructorModule,2,0,2,14,0,0,2,18,0,0,No
org.apache.tapestry5.ioc.RedGreeterImpl,2,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.ioc.RegistryBuilder,27,0,11,23,0,0,11,104,0,76,No
org.apache.tapestry5.ioc.RegistryBuilderTestModule,1,0,1,13,0,0,1,14,0,0,No
org.apache.tapestry5.ioc.RocketImpl,2,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.ioc.ScopeConstants,1,0,0,12,0,0,0,5,0,0,No
org.apache.tapestry5.ioc.ScopeMismatchModule,3,0,1,13,0,0,1,8,0,0,No
org.apache.tapestry5.ioc.ServiceBuilderAutobuilderModule,5,0,2,14,0,0,2,11,0,0,No
org.apache.tapestry5.ioc.ServiceBuilderModule,1,0,1,13,0,0,1,29,0,0,No
org.apache.tapestry5.ioc.ServiceIdGreeter,4,0,2,14,0,0,2,14,0,0,No
org.apache.tapestry5.ioc.services.CoercionTuple,8,0,8,20,1,0,7,69,0,70,No
org.apache.tapestry5.ioc.services.CoercionTuple.CoercionWrapper,3,0,3,15,0,0,3,18,0,33,No
org.apache.tapestry5.ioc.services.cron.CronSchedule,6,0,4,16,1,0,3,29,0,50,No
org.apache.tapestry5.ioc.services.cron.IntervalSchedule,2,0,3,15,0,0,3,19,0,33,No
org.apache.tapestry5.ioc.services.OperationTrackedModule,8,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.ioc.services.ServiceConfigurationListenerHub,2,0,2,14,0,0,2,13,0,0,No
org.apache.tapestry5.ioc.SkelterModule,1,0,1,13,0,0,1,7,0,0,No
org.apache.tapestry5.ioc.SpecificDecoratorModule,0,0,1,13,0,0,1,14,0,0,No
org.apache.tapestry5.ioc.SpecificDecoratorModuleAgain,0,0,1,13,0,0,1,14,0,0,No
org.apache.tapestry5.ioc.StaticModule,5,0,13,25,0,0,6,68,0,76,No
org.apache.tapestry5.ioc.SymbolExpandingTransformer,3,0,2,14,0,0,2,10,0,0,No
org.apache.tapestry5.ioc.test.BeanSubclass,0,0,1,13,0,0,1,8,1,0,No
